key,text,notes,english
daniel2_12,έρχεται σε ύπαρξη,End 4.2,comes into being
qing-dynasty,1636-1912,,1636-1912
qing-dynasty_c,Δυναστεία Τσινγκ,1636-1912,Qing dynasty
ming-dynasty,1368-1644,,1368-1644
ming-dynasty_c,Δυναστεία Μινγκ στην αυτοκρατορική Κίνα,1368-1644,Ming dynasty in imperial China
yuan-dynasty,1271-1368,,1271-1368
southern-song,1127-1279,,1127-1279
northern-song,960-1127,,960-1127
western-xia,1038-1227,,1038-1227
yuan-dynasty_c,Γιουάν,1271-1368,Yuan
southern-song_c,Νότιο τραγούδι,1127-1279,Southern Song
northern-song_c,Βόρειο Τραγούδι,960-1127,Northern Song
western-xia_c,Δυτική Xia,1038-1227,Western Xia
Copernicus,Νικόλαος Κοπέρνικος,,Nicolaus Copernicus
Galileo,Galileo Galilei,Galileo di Vincenzo Bonaiuti de' Galilei,Galileo Galilei
Newton,Ισαάκ Νιούτον,,Isaac Newton
gregorian,Γρηγοριανό ημερολόγιο 1582,,Gregorian calendar 1582
shang-dynasty,ντο. 1600-1046 π.Χ,,c. 1600-1046 BC
western-zhou,ντο. 1046-771 π.Χ,,c. 1046-771 BC
eastern-zhou,770-256 π.Χ,,770-256 BC
qin-dynasty,Τσιν 221-207 π.Χ,,Qin 221-207 BC
western-han,207 π.Χ. – 9 μ.Χ,,207 BC – 9 CE
eastern-han,25-220 Κ.Χ,,25-220 CE
three-kingdoms,Τρία βασίλεια 220-280 μ.Χ,,Three kingdoms 220-280 CE
sixteen-kingdoms,Δεκαέξι βασίλεια 304-439 Κ.Χ,,Sixteen kingdoms 304-439 CE
northern-dynasties,368-581 Κ.Χ,,368-581 CE
southern-dynasties,420-589 Κ.Χ,,420-589 CE
tang-dynasty1, ,, 
tang-dynasty2,"618-690, 705-907",,"618-690, 705-907"
wu-zhou,690-705 Γου Ζου,,690-705 Wu Zhou
shang-dynasty_c,Δυναστεία Σανγκ,c. 1600-1046 BC,Shang Dynasty
western-zhou_c,Δυτικό Ζου,c. 1046-771 BC,Western Zhou
eastern-zhou_c,Ανατολικό Ζου,770-256 BC,Eastern Zhou
western-han_c,Δυτικό Χαν,207 BC – 9 CE,Western Han
eastern-han_c,Ανατολικό Χαν,25-220 CE,Eastern Han
three-kingdoms_c,Κίνα,Three kingdoms 220-280 CE,China
sixteen-kingdoms_c,Κίνα,Sixteen kingdoms 304-439 CE,China
northern-dynasties_c,Βόρειες Δυναστείες,368-581 CE,Northern Dynasties
southern-dynasties_c,Νότιες Δυναστείες,420-589 CE,Southern Dynasties
tang-dynasty1_c,Ισχυρή γεύση,,Tang
tang-dynasty2_c,Δυναστεία Τανγκ,"618-690, 705-907",Tang Dynasty
xia-dynasty,Δυναστεία Xia στην Κίνα γ. 2070 – γ. 1600 π.Χ,,Xia dynasty in China c. 2070 – c. 1600 BC
gonghe,Αντιβασιλεία Γκονγκέ 841-828 π.Χ,,Gonghe Regency 841-828 BC
Ashoka,Ο Ashoka (περ. 304-232 π.Χ.) προωθεί τον Βουδισμό,,Ashoka (c. 304-232 BC) promotes Buddhism
siloam-tunnel,Ο Εζεκίας επεκτείνει τη σήραγγα του Σιλωάμ,c. 742-732 BC,Hezekiah extends Siloam tunnel
Angloamerica2,"Το Αγγλοαμερικανικό συμβολίζεται με τα πόδια από σίδηρο αναμεμειγμένα με πηλό στην προφητεία στο Δανιήλ 2:33, 41-43",,"Anglo-American is symbolized by the feet of iron mixed with clay in the prophecy in Daniel 2:33, 41-43"
Manetho,Ο Μανέθος γράφει Aegyptiaca,,Manetho writes Aegyptiaca
tribulation,"Η Μεγάλη Θλίψη (Μάρκος 13:19· Δανιήλ 12:1· Ματθαίος 24:21, 22)",,"The Great Tribulation (Mark 13:19; Daniel 12:1; Matt 24:21, 22)"
destruction_babylon,"Καταστροφή της Βαβυλώνας της Μεγάλης (Αποκάλυψη 17:3, 15-18· 18:9, 10)",beginning of great tribulation (GT),"Destruction of Babylon the Great (Revelation 17:3, 15-18; 18:9, 10)"
gog_of_magog,"Επίθεση του Γωγ του Μαγώγ (Ιεζεκιήλ 38:1, 2, 9-12, 18-23)",end of GT,"Attack of Gog of Magog (Ezekiel 38:1, 2, 9-12, 18-23)"
sheep_goat,"Οι κάτοικοι της γης θα κριθούν, χωρίζοντας πρόβατα και κατσίκια (Ματθαίος 25:31-33)",end of GT,"Earth’s inhabitants will be judged, separating sheep and goats (Matthew 25:31-33)"
annointed,Συγκέντρωση ηγεμόνων της Βασιλείας (Ματθαίος 24:31· ​​1 Κορινθίους 15:50-53· 1 Θεσσαλονικείς 4:15-17),end of GT,Gathering of Kingdom rulers (Matthew 24:31; 1 Corinthians 15:50-53; 1 Thessalonians 4:15-17)
armageddon,"Μάχη του Αρμαγεδδώνα (Αποκάλυψη 16:14, 16· Ησαΐας 13:9· 2 Πέτρου 3:12)",end of system of things,"Battle of Armageddon (Revelation 16:14, 16; Isaiah 13:9; 2 Peter 3:12)"
millenium,"Η Βασιλεία του Θεού αρχίζει τη 1000χρονη βασιλεία της (Αποκάλυψη 5:9, 10· 20:4, 6)",,"God’s Kingdom begins its 1000-year reign (Revelation 5:9, 10; 20:4, 6)"
great_crowd,"Ένα μεγάλο πλήθος επιζεί από τον Αρμαγεδδώνα (Αποκάλυψη 7:9, 14· Ψαλμός 37:9-11)",,"A great crowd survives Armageddon (Revelation 7:9, 14; Psalm 37:9-11)"
world_population,Ο παγκόσμιος πληθυσμός σε δισεκατομμύρια τα τελευταία 2000 χρόνια,,World population in billions in the last 2000 years
607BCE,607 π.Χ.,accommodate for language,607 B.C.E.
539BCE,539 π.Χ.,systems in style:,539 B.C.E.
537BCE,537 π.Χ.,>>year 537 before time<<,537 B.C.E.
331BCE,331 π.Χ.,so they need a word,331 B.C.E.
63BCE,63 π.Χ.,prior to the year,63 B.C.E.
70CE,70 Κ.Ε.,and something,70 C.E.
1914CE,1914-1918 Κ.Ε.,after the year,1914-1918 C.E.
khmer_empire,804 – 1431 Κ.Ε.,,804 – 1431 C.E.
khmer_empire_c,Αυτοκρατορία Χμερ - Περίοδος Ανγκόρ,,Khmer Empire - Angkor period
byzantine_empire,330-1453 Κ.Ε.,,330-1453 C.E.
byzantine_empire_c,Βυζαντινή Αυτοκρατορία,,Byzantine Empire
ottoman_empire,1299 – 1922 Κ.Ε.,,1299 – 1922 C.E.
ottoman_empire_c,Οθωμανική Αυτοκρατορία,,Ottoman Empire
holy_roman_empire,800 – 924 Κ.Ε.,,800 – 924 C.E.
holy_roman_empire2,862 – 1806 Κ.Ε.,,862 – 1806 C.E.
holy_roman_empire_c,Αγία Ρωμαϊκή Αυτοκρατορία – μετά το 1512 Αγία Ρωμαϊκή Αυτοκρατορία του Γερμανικού Έθνους,,Holy Roman Empire – after 1512 Holy Roman Empire of the German Nation
mongol_empire,Μογγολική Αυτοκρατορία 1206 – 1294 Κ.Χ.,,Mongol Empire 1206 – 1294 C.E.
Genghis,Τζένγκις Χαν,,Genghis Khan
maya_classic,250-950,,250-950
maya_classic_c,Πολιτισμός των Μάγια - κλασική περίοδος,,Maya civilization – classic period
maya_postclassic,950-1539,,950-1539
maya_postclassic_c,Πολιτισμός των Μάγια – μετακλασική περίοδος,,Maya civilization – postclassic period
inca_empire,1438 – 1533 Κ.Ε.,,1438 – 1533 C.E.
inca_empire_c,αυτοκρατορία των Ίνκας,,Inca empire
gupta_empire,319 – 550 Κ.Ε.,,319 – 550 C.E.
gupta_empire_c,Αυτοκρατορία Γκούπτα,,Gupta empire
Teotihuacan,"μεγαλύτερη πόλη της Αμερικής, χτίζονται πυραμίδες γ. 200 C.E.",,"largest city in the Americas, pyramids build c. 200 C.E."
Teotihuacan_c,Teotihuacan,,Teotihuacan
Dionysius_Exiguus,"Διονύσιος Εξίγουος, εφευρέτης του Anno Domini",,"Dionysius Exiguus, inventor of Anno Domini"
Umayyad,661 – 750 Κ.Ε.,,661 – 750 C.E.
Umayyad_c,Ομαγιάντ,,Umayyad
Abbasid,750 – 1258 Κ.Ε.,,750 – 1258 C.E.
Abbasid_c,Χαλιφάτο των Αββασιδών,,Abbasid Caliphate
Mamluk,1250 – 1517 Κ.Ε.,,1250 – 1517 C.E.
Mamluk_c,Σουλτανάτο των Μαμελούκων,,Mamluk Sultanate
ur3,Δυναστεία Ur III 💋💀💆,,Ur III dynasty 𒋀𒀕𒆠
hammurabi,Χαμουραμπί 💄💄💈💊💁,,Hammurabi 𒄩𒄠𒈬𒊏𒁉
Al-Khwarizmi,Ο al-Khwarizmi γράφει το Al-Jabr (Άλγεβρα),,al-Khwarizmi writes Al-Jabr (Algebra)
al-azhar,Το Πανεπιστήμιο Al-Azhar ιδρύθηκε στο Κάιρο,,Al-Azhar University is established in Cairo
Ibn-Sina,Ibn Sina ή Avicenna,,Ibn Sina or Avicenna
Al-Ghazali,Αλ-Γαζάλι,,Al-Ghazali
