key,text,notes,english
tribulation,"Büyük Sıkıntı (Markos 13:19; Daniel 12:1; Matta 24:21, 22)",,"The Great Tribulation (Mark 13:19; Daniel 12:1; Matt 24:21, 22)"
destruction_babylon,"Büyük Babil'in Yıkılışı (Vahiy 17:3, 15-18; 18:9, 10)",beginning of great tribulation (GT),"Destruction of Babylon the Great (Revelation 17:3, 15-18; 18:9, 10)"
gog_of_magog,"Mecüc'ün Gog'unun Saldırısı (Hezekiel 38:1, 2, 9-12, 18-23)",end of GT,"Attack of Gog of Magog (Ezekiel 38:1, 2, 9-12, 18-23)"
sheep_goat,Koyunlar ve keçiler ayrılarak yeryüzünde yaşayanlar yargılanacak (Matta 25:31-33),end of GT,"Earth’s inhabitants will be judged, separating sheep and goats (Matthew 25:31-33)"
annointed,Krallık yöneticilerinin toplanması (Matta 24:31; 1 Korintliler 15:50-53; 1 Selanikliler 4:15-17),end of GT,Gathering of Kingdom rulers (Matthew 24:31; 1 Corinthians 15:50-53; 1 Thessalonians 4:15-17)
armageddon,"Armagedon Savaşı (Vahiy 16:14, 16; İşaya 13:9; 2 Petrus 3:12)",end of system of things,"Battle of Armageddon (Revelation 16:14, 16; Isaiah 13:9; 2 Peter 3:12)"
millenium,"Tanrı’nın Krallığı 1000 yıllık hükümdarlığına başlıyor (Vahiy 5:9, 10; 20:4, 6)",,"God’s Kingdom begins its 1000-year reign (Revelation 5:9, 10; 20:4, 6)"
great_crowd,"Armagedon'da büyük bir kalabalık hayatta kaldı (Vahiy 7:9, 14; Mezmur 37:9-11)",,"A great crowd survives Armageddon (Revelation 7:9, 14; Psalm 37:9-11)"
world_population,Son 2000 yılda milyarlarca dünya nüfusu,,World population in billions in the last 2000 years
607BCE,MÖ 607,accommodate for language,607 B.C.E.
539BCE,MÖ 539,systems in style:,539 B.C.E.
537BCE,MÖ 537,>>year 537 before time<<,537 B.C.E.
331BCE,MÖ 331,so they need a word,331 B.C.E.
63BCE,MÖ 63,prior to the year,63 B.C.E.
70CE,MS 70,and something,70 C.E.
1914CE,1914-1918 CE,after the year,1914-1918 C.E.
khmer_empire,MS 804 – 1431,,804 – 1431 C.E.
khmer_empire_c,Khmer İmparatorluğu - Angkor dönemi,,Khmer Empire - Angkor period
byzantine_empire,MS 330-1453,,330-1453 C.E.
byzantine_empire_c,Bizans imparatorluğu,,Byzantine Empire
ottoman_empire,MS 1299 – 1922,,1299 – 1922 C.E.
ottoman_empire_c,Osmanlı imparatorluğu,,Ottoman Empire
holy_roman_empire,MS 800 – 924,,800 – 924 C.E.
holy_roman_empire2,MS 862 – 1806,,862 – 1806 C.E.
holy_roman_empire_c,Kutsal Roma İmparatorluğu - 1512'den sonra Alman Ulusunun Kutsal Roma İmparatorluğu,,Holy Roman Empire – after 1512 Holy Roman Empire of the German Nation
mongol_empire,Moğol İmparatorluğu 1206 – 1294 CE,,Mongol Empire 1206 – 1294 C.E.
Genghis,Cengiz han,,Genghis Khan
maya_classic,250-950,,250-950
maya_classic_c,Maya uygarlığı – klasik dönem,,Maya civilization – classic period
maya_postclassic,950-1539,,950-1539
maya_postclassic_c,Maya uygarlığı – klasik sonrası dönem,,Maya civilization – postclassic period
inca_empire,MS 1438 – 1533,,1438 – 1533 C.E.
inca_empire_c,İnka imparatorluğu,,Inca empire
gupta_empire,MS 319 – 550,,319 – 550 C.E.
gupta_empire_c,Gupta imparatorluğu,,Gupta empire
Teotihuacan,"Amerika'nın en büyük şehri, piramitler c. MS 200",,"largest city in the Americas, pyramids build c. 200 C.E."
Teotihuacan_c,Teotihuacan,,Teotihuacan
Dionysius_Exiguus,"Dionysius Exiguus, Anno Domini'nin mucidi",,"Dionysius Exiguus, inventor of Anno Domini"
Umayyad,MS 661 – 750,,661 – 750 C.E.
Umayyad_c,Emevi,,Umayyad
Abbasid,MS 750 – 1258,,750 – 1258 C.E.
Abbasid_c,Abbasi Halifeliği,,Abbasid Caliphate
Mamluk,MS 1250 – 1517,,1250 – 1517 C.E.
Mamluk_c,Memlük Sultanlığı,,Mamluk Sultanate
ur3,Ur III hanedanı 𒋀𒀕𒆠,,Ur III dynasty 𒋀𒀕𒆠
hammurabi,Hammurabi 𒄩𒄠𒈬𒊏𒁉,,Hammurabi 𒄩𒄠𒈬𒊏𒁉
Al-Khwarizmi,el-Harizmi el-Jabr (Cebir) yazıyor,,al-Khwarizmi writes Al-Jabr (Algebra)
al-azhar,Kahire'de El Ezher Üniversitesi kuruldu,,Al-Azhar University is established in Cairo
Ibn-Sina,İbn Sina veya İbn Sina,,Ibn Sina or Avicenna
Al-Ghazali,Gazali,,Al-Ghazali
