key,text,notes,english
sixteen-kingdoms,თექვსმეტი სამეფო 304-439 წწ,,Sixteen kingdoms 304-439 CE
northern-dynasties,368-581 წწ,,368-581 CE
southern-dynasties,420-589 წწ,,420-589 CE
tang-dynasty1, ,, 
tang-dynasty2,"618-690, 705-907 წწ",,"618-690, 705-907"
wu-zhou,690-705 ვუ ჟოუ,,690-705 Wu Zhou
shang-dynasty_c,შანგის დინასტია,c. 1600-1046 BC,Shang Dynasty
western-zhou_c,დასავლეთ ჟოუ,c. 1046-771 BC,Western Zhou
eastern-zhou_c,აღმოსავლეთ ჟოუ,770-256 BC,Eastern Zhou
western-han_c,დასავლეთ ჰანი,207 BC – 9 CE,Western Han
eastern-han_c,აღმოსავლური ჰანი,25-220 CE,Eastern Han
three-kingdoms_c,ჩინეთი,Three kingdoms 220-280 CE,China
sixteen-kingdoms_c,ჩინეთი,Sixteen kingdoms 304-439 CE,China
northern-dynasties_c,ჩრდილოეთ დინასტიები,368-581 CE,Northern Dynasties
southern-dynasties_c,სამხრეთ დინასტიები,420-589 CE,Southern Dynasties
tang-dynasty1_c,ტანგი,,Tang
tang-dynasty2_c,ტანგის დინასტია,"618-690, 705-907",Tang Dynasty
xia-dynasty,Xia დინასტია ჩინეთში გ. 2070 – გ. 1600 წ,,Xia dynasty in China c. 2070 – c. 1600 BC
gonghe,გონგეს რეგენტია 841-828 ძვ.წ,,Gonghe Regency 841-828 BC
Ashoka,აშოკა (დაახლოებით ძვ. წ. 304-232 წწ.) ბუდიზმს უჭერს მხარს,,Ashoka (c. 304-232 BC) promotes Buddhism
siloam-tunnel,ხიზკიამ გააფართოვა სილოამის გვირაბი,c. 742-732 BC,Hezekiah extends Siloam tunnel
Angloamerica2,"დანიელის 2:33, 41-43 წინასწარმეტყველებაში ანგლო-ამერიკული სიმბოლოა თიხით შერეული რკინის ფეხებით.",,"Anglo-American is symbolized by the feet of iron mixed with clay in the prophecy in Daniel 2:33, 41-43"
Manetho,Manetho წერს Aegyptiaca,,Manetho writes Aegyptiaca
tribulation,"დიდი გასაჭირი (მარკოზი 13:19; დანიელი 12:1; მათე 24:21, 22)",,"The Great Tribulation (Mark 13:19; Daniel 12:1; Matt 24:21, 22)"
destruction_babylon,"დიდი ბაბილონის განადგურება (გამოცხადება 17:3, 15—18; 18:9, 10)",beginning of great tribulation (GT),"Destruction of Babylon the Great (Revelation 17:3, 15-18; 18:9, 10)"
gog_of_magog,"გოგი მაგოგის თავდასხმა (ეზეკიელი 38:1, 2, 9-12, 18-23)",end of GT,"Attack of Gog of Magog (Ezekiel 38:1, 2, 9-12, 18-23)"
sheep_goat,"დედამიწის მკვიდრნი განიკითხებიან, ცხვრებსა და თხებს გაჰყოფენ (მათე 25:31-33)",end of GT,"Earth’s inhabitants will be judged, separating sheep and goats (Matthew 25:31-33)"
annointed,სამეფოს მმართველთა შეკრება (მათე 24:31; 1 კორინთელები 15:50-53; 1 თესალონიკელები 4:15-17),end of GT,Gathering of Kingdom rulers (Matthew 24:31; 1 Corinthians 15:50-53; 1 Thessalonians 4:15-17)
armageddon,"არმაგედონის ბრძოლა (გამოცხადება 16:14, 16; ესაია 13:9; 2 პეტრე 3:12)",end of system of things,"Battle of Armageddon (Revelation 16:14, 16; Isaiah 13:9; 2 Peter 3:12)"
millenium,"ღვთის სამეფო იწყებს 1000-წლიან მეფობას (გამოცხადება 5:9, 10; 20:4, 6).",,"God’s Kingdom begins its 1000-year reign (Revelation 5:9, 10; 20:4, 6)"
great_crowd,"დიდი ხალხი გადაურჩა არმაგედონს (გამოცხადება 7:9, 14; ფსალმუნი 37:9—11).",,"A great crowd survives Armageddon (Revelation 7:9, 14; Psalm 37:9-11)"
world_population,მსოფლიოს მოსახლეობა მილიარდობით ბოლო 2000 წლის განმავლობაში,,World population in billions in the last 2000 years
607BCE,607 წ.,accommodate for language,607 B.C.E.
539BCE,539 წ.,systems in style:,539 B.C.E.
537BCE,537 წ.,>>year 537 before time<<,537 B.C.E.
331BCE,331 წ.,so they need a word,331 B.C.E.
63BCE,63 წ.,prior to the year,63 B.C.E.
70CE,70 წ.,and something,70 C.E.
1914CE,1914-1918 წწ.,after the year,1914-1918 C.E.
khmer_empire,804 – 1431 წ.წ.,,804 – 1431 C.E.
khmer_empire_c,ქმერების იმპერია - ანგკორის პერიოდი,,Khmer Empire - Angkor period
byzantine_empire,330-1453 წ.წ.,,330-1453 C.E.
byzantine_empire_c,ბიზანტიის იმპერია,,Byzantine Empire
ottoman_empire,1299 – 1922 წ.წ.,,1299 – 1922 C.E.
ottoman_empire_c,ოსმალეთის იმპერია,,Ottoman Empire
holy_roman_empire,800 – 924 წ.წ.,,800 – 924 C.E.
holy_roman_empire2,862 – 1806 წ.წ.,,862 – 1806 C.E.
holy_roman_empire_c,საღვთო რომის იმპერია - 1512 წლის შემდეგ გერმანელი ერის საღვთო რომის იმპერია,,Holy Roman Empire – after 1512 Holy Roman Empire of the German Nation
mongol_empire,მონღოლთა იმპერია 1206 – 1294 წ.წ.,,Mongol Empire 1206 – 1294 C.E.
Genghis,ჩინგიზ ხანი,,Genghis Khan
maya_classic,250-950 წწ,,250-950
maya_classic_c,მაიას ცივილიზაცია - კლასიკური პერიოდი,,Maya civilization – classic period
maya_postclassic,950-1539 წწ,,950-1539
maya_postclassic_c,მაიას ცივილიზაცია - პოსტკლასიკური პერიოდი,,Maya civilization – postclassic period
inca_empire,1438 – 1533 წ.წ.,,1438 – 1533 C.E.
inca_empire_c,ინკების იმპერია,,Inca empire
gupta_empire,319 – 550 წ.წ.,,319 – 550 C.E.
gupta_empire_c,გუფტას იმპერია,,Gupta empire
Teotihuacan,"ამერიკის უდიდესი ქალაქი, პირამიდები აშენებენ გ. 200 წ.",,"largest city in the Americas, pyramids build c. 200 C.E."
Teotihuacan_c,ტეოტიუაკანი,,Teotihuacan
Dionysius_Exiguus,"დიონისე ეგზიგუუსი, ანნო დომინის გამომგონებელი",,"Dionysius Exiguus, inventor of Anno Domini"
Umayyad,661 – 750 წ.წ.,,661 – 750 C.E.
Umayyad_c,უმაიად,,Umayyad
Abbasid,750 – 1258 წ.წ.,,750 – 1258 C.E.
Abbasid_c,აბასიანთა ხალიფატი,,Abbasid Caliphate
Mamluk,1250 – 1517 წ.წ.,,1250 – 1517 C.E.
Mamluk_c,მამლუქთა სასულთნო,,Mamluk Sultanate
ur3,ურ III დინასტია 💋💀💆,,Ur III dynasty 𒋀𒀕𒆠
hammurabi,ჰამურაბი 💄💄💈💊💁,,Hammurabi 𒄩𒄠𒈬𒊏𒁉
Al-Khwarizmi,ალ-ხვარიზმი წერს ალ-ჯაბრს (ალგებრა),,al-Khwarizmi writes Al-Jabr (Algebra)
al-azhar,ალ-აზჰარის უნივერსიტეტი დაარსდა კაიროში,,Al-Azhar University is established in Cairo
Ibn-Sina,იბნ სინა ან ავიცენა,,Ibn Sina or Avicenna
Al-Ghazali,ალ-ღაზალი,,Al-Ghazali
