key,text,notes,english
siloam-tunnel,Hiskija pagarina Siloamas tuneli,c. 742-732 BC,Hezekiah extends Siloam tunnel
Angloamerica2,"Angloamerikāņu pravietojumā Daniēla 2:33, 41-43 simbolizē dzelzs pēdas, kas sajauktas ar mālu.",,"Anglo-American is symbolized by the feet of iron mixed with clay in the prophecy in Daniel 2:33, 41-43"
Manetho,Maneto raksta Aegyptiaca,,Manetho writes Aegyptiaca
tribulation,"Lielās bēdas (Marka 13:19; Daniēla 12:1; Mateja 24:21, 22)",,"The Great Tribulation (Mark 13:19; Daniel 12:1; Matt 24:21, 22)"
destruction_babylon,"Lielās Bābeles iznīcināšana (Atklāsmes 17:3, 15-18; 18:9, 10)",beginning of great tribulation (GT),"Destruction of Babylon the Great (Revelation 17:3, 15-18; 18:9, 10)"
gog_of_magog,"Magoga Goga uzbrukums (Ecēhiēla 38:1, 2, 9-12, 18-23)",end of GT,"Attack of Gog of Magog (Ezekiel 38:1, 2, 9-12, 18-23)"
sheep_goat,"Zemes iedzīvotāji tiks tiesāti, nošķirot aitas un kazas (Mateja 25:31-33)",end of GT,"Earth’s inhabitants will be judged, separating sheep and goats (Matthew 25:31-33)"
annointed,Valstības valdnieku pulcēšanās (Mateja 24:31; 1. Korintiešiem 15:50-53; 1. Tesaloniķiešiem 4:15-17),end of GT,Gathering of Kingdom rulers (Matthew 24:31; 1 Corinthians 15:50-53; 1 Thessalonians 4:15-17)
armageddon,"Armagedona kauja (Atklāsmes 16:14, 16; Jesaja 13:9; 2. Pētera 3:12)",end of system of things,"Battle of Armageddon (Revelation 16:14, 16; Isaiah 13:9; 2 Peter 3:12)"
millenium,"Dieva Valstība sāk savu 1000 gadu valdīšanu (Atklāsmes 5:9, 10; 20:4, 6)",,"God’s Kingdom begins its 1000-year reign (Revelation 5:9, 10; 20:4, 6)"
great_crowd,"Liels pūlis izdzīvo Armagedonā (Atklāsmes 7:9, 14; Psalms 37:9—11)",,"A great crowd survives Armageddon (Revelation 7:9, 14; Psalm 37:9-11)"
world_population,Pasaules iedzīvotāju skaits miljardos pēdējo 2000 gadu laikā,,World population in billions in the last 2000 years
607BCE,607. gads p.m.ē.,accommodate for language,607 B.C.E.
539BCE,539. gads p.m.ē.,systems in style:,539 B.C.E.
537BCE,537. gads p.m.ē.,>>year 537 before time<<,537 B.C.E.
331BCE,331. gads p.m.ē.,so they need a word,331 B.C.E.
63BCE,63. gads p.m.ē.,prior to the year,63 B.C.E.
70CE,70. g. p.m.ē.,and something,70 C.E.
1914CE,1914-1918 p.m.ē.,after the year,1914-1918 C.E.
khmer_empire,804.–1431. gads p.m.ē.,,804 – 1431 C.E.
khmer_empire_c,Khmeru impērija - Angkoras periods,,Khmer Empire - Angkor period
byzantine_empire,330.–1453. gads p.m.ē.,,330-1453 C.E.
byzantine_empire_c,Bizantijas impērija,,Byzantine Empire
ottoman_empire,1299.–1922. g. p.m.ē.,,1299 – 1922 C.E.
ottoman_empire_c,Osmaņu impērija,,Ottoman Empire
holy_roman_empire,800.–924. gadi p.m.ē.,,800 – 924 C.E.
holy_roman_empire2,862.–1806. g. p.m.ē.,,862 – 1806 C.E.
holy_roman_empire_c,Svētā Romas impērija – pēc 1512. gada Vācu tautas Svētā Romas impērija,,Holy Roman Empire – after 1512 Holy Roman Empire of the German Nation
mongol_empire,Mongoļu impērija 1206.–1294. g. p.m.ē.,,Mongol Empire 1206 – 1294 C.E.
Genghis,Čingishans,,Genghis Khan
maya_classic,250-950,,250-950
maya_classic_c,Maiju civilizācija – klasiskais periods,,Maya civilization – classic period
maya_postclassic,950-1539,,950-1539
maya_postclassic_c,Maiju civilizācija – postklasiskais periods,,Maya civilization – postclassic period
inca_empire,1438.–1533. g. p.m.ē.,,1438 – 1533 C.E.
inca_empire_c,Inku impērija,,Inca empire
gupta_empire,319.–550. g. p.m.ē.,,319 – 550 C.E.
gupta_empire_c,Gupta impērija,,Gupta empire
Teotihuacan,"lielākā pilsēta Amerikā, piramīdas būvē c. 200. gads p.m.ē.",,"largest city in the Americas, pyramids build c. 200 C.E."
Teotihuacan_c,Teotivakans,,Teotihuacan
Dionysius_Exiguus,"Dionīsijs Eksigūss, Anno Domini izgudrotājs",,"Dionysius Exiguus, inventor of Anno Domini"
Umayyad,661.–750. gadi,,661 – 750 C.E.
Umayyad_c,Omeijāda,,Umayyad
Abbasid,750.–1258. g. p.m.ē.,,750 – 1258 C.E.
Abbasid_c,Abasīdu kalifāts,,Abbasid Caliphate
Mamluk,1250.–1517. gads p.m.ē.,,1250 – 1517 C.E.
Mamluk_c,Mameluku sultanāts,,Mamluk Sultanate
ur3,Ur III dinastija 😍😍,,Ur III dynasty 𒋀𒀕𒆠
hammurabi,Hammurabi 𒄩𒄠𒈬𒊏𒁉,,Hammurabi 𒄩𒄠𒈬𒊏𒁉
Al-Khwarizmi,al-Khwarizmi raksta Al-Jabr (algebra),,al-Khwarizmi writes Al-Jabr (Algebra)
al-azhar,Kairā tiek izveidota Al-Azhar universitāte,,Al-Azhar University is established in Cairo
Ibn-Sina,Ibn Sina vai Avicenna,,Ibn Sina or Avicenna
Al-Ghazali,Al-Ghazali,,Al-Ghazali
