key,text,notes,english
annointed,Okupljanje vladara Kraljevstva (Matej 24:31; 1. Korinćanima 15:50-53; 1. Solunjanima 4:15-17),end of GT,Gathering of Kingdom rulers (Matthew 24:31; 1 Corinthians 15:50-53; 1 Thessalonians 4:15-17)
armageddon,"Bitka kod Armagedona (Otkrivenje 16:14, 16; Izaija 13:9; 2. Petrova 3:12)",end of system of things,"Battle of Armageddon (Revelation 16:14, 16; Isaiah 13:9; 2 Peter 3:12)"
millenium,"Božje Kraljevstvo započinje svoju 1000-godišnju vladavinu (Otkrivenje 5:9, 10; 20:4, 6)",,"God’s Kingdom begins its 1000-year reign (Revelation 5:9, 10; 20:4, 6)"
great_crowd,"Veliko mnoštvo preživjelo je Armagedon (Otkrivenje 7:9, 14; Psalam 37:9-11)",,"A great crowd survives Armageddon (Revelation 7:9, 14; Psalm 37:9-11)"
world_population,Svjetsko stanovništvo u milijardama u posljednjih 2000 godina,,World population in billions in the last 2000 years
607BCE,607. p.n.e.,accommodate for language,607 B.C.E.
539BCE,539. p.n.e.,systems in style:,539 B.C.E.
537BCE,537. p.n.e.,>>year 537 before time<<,537 B.C.E.
331BCE,331. p.n.e.,so they need a word,331 B.C.E.
63BCE,63. p.n.e.,prior to the year,63 B.C.E.
70CE,70. n. e.,and something,70 C.E.
1914CE,1914.-1918. n. e.,after the year,1914-1918 C.E.
khmer_empire,804. – 1431. n. e.,,804 – 1431 C.E.
khmer_empire_c,Kmersko carstvo - razdoblje Angkor,,Khmer Empire - Angkor period
byzantine_empire,330.-1453. n. e.,,330-1453 C.E.
byzantine_empire_c,Bizantsko Carstvo,,Byzantine Empire
ottoman_empire,1299. – 1922. n. e.,,1299 – 1922 C.E.
ottoman_empire_c,Osmansko Carstvo,,Ottoman Empire
holy_roman_empire,800. – 924. n. e.,,800 – 924 C.E.
holy_roman_empire2,862. – 1806. n. e.,,862 – 1806 C.E.
holy_roman_empire_c,Sveto Rimsko Carstvo – nakon 1512. Sveto Rimsko Carstvo njemačkog naroda,,Holy Roman Empire – after 1512 Holy Roman Empire of the German Nation
mongol_empire,Mongolsko carstvo 1206. – 1294. n. e.,,Mongol Empire 1206 – 1294 C.E.
Genghis,Džingis-kan,,Genghis Khan
maya_classic,"250-950 (prikaz, ostalo).",,250-950
maya_classic_c,Civilizacija Maya – klasično razdoblje,,Maya civilization – classic period
maya_postclassic,"950-1539 (prikaz, ostalo).",,950-1539
maya_postclassic_c,Civilizacija Maya – postklasično razdoblje,,Maya civilization – postclassic period
inca_empire,1438. – 1533. n. e.,,1438 – 1533 C.E.
inca_empire_c,carstvo Inka,,Inca empire
gupta_empire,319. – 550. n. e.,,319 – 550 C.E.
gupta_empire_c,Guptino carstvo,,Gupta empire
Teotihuacan,"najveći grad u Americi, izgrađene piramide c. 200. n. e.",,"largest city in the Americas, pyramids build c. 200 C.E."
Teotihuacan_c,Teotihuacan,,Teotihuacan
Dionysius_Exiguus,"Dionysius Exiguus, izumitelj Anno Domini",,"Dionysius Exiguus, inventor of Anno Domini"
Umayyad,661. – 750. n. e.,,661 – 750 C.E.
Umayyad_c,umajadski,,Umayyad
Abbasid,750. – 1258. n. e.,,750 – 1258 C.E.
Abbasid_c,Abasidski kalifat,,Abbasid Caliphate
Mamluk,1250. – 1517. n. e.,,1250 – 1517 C.E.
Mamluk_c,Mamelučki sultanat,,Mamluk Sultanate
ur3,Ur III dinastija 𒋀𒀕𒆠,,Ur III dynasty 𒋀𒀕𒆠
hammurabi,Hamurabi 𒄩𒄠𒈬𒊏𒁉,,Hammurabi 𒄩𒄠𒈬𒊏𒁉
Al-Khwarizmi,al-Khwarizmi piše Al-Jabr (Algebra),,al-Khwarizmi writes Al-Jabr (Algebra)
al-azhar,Sveučilište Al-Azhar osnovano je u Kairu,,Al-Azhar University is established in Cairo
Ibn-Sina,Ibn Sina ili Avicena,,Ibn Sina or Avicenna
Al-Ghazali,Al-Gazali,,Al-Ghazali
