key,text,notes,english
sheep_goat,"De bewoners van de aarde zullen worden geoordeeld, waarbij schapen en geiten zullen worden gescheiden (Matteüs 25:31-33)",end of GT,"Earth’s inhabitants will be judged, separating sheep and goats (Matthew 25:31-33)"
annointed,Bijeenkomst van Koninkrijksheersers (Mattheüs 24:31; 1 Korintiërs 15:50-53; 1 Thessalonicenzen 4:15-17),end of GT,Gathering of Kingdom rulers (Matthew 24:31; 1 Corinthians 15:50-53; 1 Thessalonians 4:15-17)
armageddon,"Slag bij Armageddon (Openbaring 16:14, 16; Jesaja 13:9; 2 Petrus 3:12)",end of system of things,"Battle of Armageddon (Revelation 16:14, 16; Isaiah 13:9; 2 Peter 3:12)"
millenium,"Gods koninkrijk begint zijn duizendjarige regering (Openbaring 5:9, 10; 20:4, 6)",,"God’s Kingdom begins its 1000-year reign (Revelation 5:9, 10; 20:4, 6)"
great_crowd,"Een grote schare overleeft Armageddon (Openbaring 7:9, 14; Psalm 37:9-11)",,"A great crowd survives Armageddon (Revelation 7:9, 14; Psalm 37:9-11)"
world_population,Wereldbevolking in miljarden in de afgelopen 2000 jaar,,World population in billions in the last 2000 years
607BCE,607 v.G.T.,accommodate for language,607 B.C.E.
539BCE,539 v.G.T.,systems in style:,539 B.C.E.
537BCE,537 v.G.T.,>>year 537 before time<<,537 B.C.E.
331BCE,331 v.G.T.,so they need a word,331 B.C.E.
63BCE,63 v.G.T.,prior to the year,63 B.C.E.
70CE,70 CE,and something,70 C.E.
1914CE,1914-1918 G.T.,after the year,1914-1918 C.E.
khmer_empire,804 – 1431 G.T.,,804 – 1431 C.E.
khmer_empire_c,Khmer-rijk - Angkor-periode,,Khmer Empire - Angkor period
byzantine_empire,330-1453 G.T.,,330-1453 C.E.
byzantine_empire_c,Byzantijnse rijk,,Byzantine Empire
ottoman_empire,1299 – 1922 CE,,1299 – 1922 C.E.
ottoman_empire_c,Ottomaanse Rijk,,Ottoman Empire
holy_roman_empire,800 – 924 CE,,800 – 924 C.E.
holy_roman_empire2,862 – 1806 CE,,862 – 1806 C.E.
holy_roman_empire_c,Heilige Roomse Rijk – na 1512 Heilige Roomse Rijk van de Duitse natie,,Holy Roman Empire – after 1512 Holy Roman Empire of the German Nation
mongol_empire,Mongoolse Rijk 1206 – 1294 G.T.,,Mongol Empire 1206 – 1294 C.E.
Genghis,Genghis Khan,,Genghis Khan
maya_classic,250-950,,250-950
maya_classic_c,Maya-beschaving – klassieke periode,,Maya civilization – classic period
maya_postclassic,950-1539,,950-1539
maya_postclassic_c,Maya-beschaving – postklassieke periode,,Maya civilization – postclassic period
inca_empire,1438 – 1533 G.T.,,1438 – 1533 C.E.
inca_empire_c,Inca-rijk,,Inca empire
gupta_empire,319 – 550 CE,,319 – 550 C.E.
gupta_empire_c,Gupta-imperium,,Gupta empire
Teotihuacan,"grootste stad van Amerika, piramides gebouwd c. 200 CE",,"largest city in the Americas, pyramids build c. 200 C.E."
Teotihuacan_c,Teotihuacán,,Teotihuacan
Dionysius_Exiguus,"Dionysius Exiguus, uitvinder van Anno Domini",,"Dionysius Exiguus, inventor of Anno Domini"
Umayyad,661 – 750 CE,,661 – 750 C.E.
Umayyad_c,Umayyad,,Umayyad
Abbasid,750 – 1258 CE,,750 – 1258 C.E.
Abbasid_c,Abbasidische kalifaat,,Abbasid Caliphate
Mamluk,1250 – 1517 G.T.,,1250 – 1517 C.E.
Mamluk_c,Mamluk-sultanaat,,Mamluk Sultanate
ur3,Ur III-dynastie 𒋀𒀕𒆠,,Ur III dynasty 𒋀𒀕𒆠
hammurabi,Hammurabi𒄩𒄠𒈬𒊏𒁉,,Hammurabi 𒄩𒄠𒈬𒊏𒁉
Al-Khwarizmi,al-Khwarizmi schrijft Al-Jabr (Algebra),,al-Khwarizmi writes Al-Jabr (Algebra)
al-azhar,De Al-Azhar Universiteit is gevestigd in Caïro,,Al-Azhar University is established in Cairo
Ibn-Sina,Ibn Sina of Avicenna,,Ibn Sina or Avicenna
Al-Ghazali,Al-Ghazali,,Al-Ghazali
